id,doi,date,title,keywords
10.5281/zenodo.6575301,10.5281/zenodo.6575301,2022-05-24,Open Science: Enabling science and research data to be more interoperable and reusable,Open Science; Open Data; FAIR Data; FAIR Software
10.5281/zenodo.8169279,10.5281/zenodo.8169279,2023-03-24,"A Case for Open Science in Indonesia: Advancing digital literacy, scientific  infrastructure, and leadership",Open Science; digital literacy; infrastructure; leadership; Indonesia; ASEAN; open access; publishing
10.1007/978-981-15-4276-3_2,10.1007/978-981-15-4276-3_2,2020-05-25,"Open Science and Radical Solutions for Diversity, Equity and Quality in Research: A Literature Review of Different Research Schools, Philosophies and Frameworks and Their Potential Impact on Science and Education",Open Science; literature review; reliability; trust; credibility; transparency; openness; reproducibility; open data; open access; replication; registered reports; Open Education; OpenEd Framework; OER; UNESCO Recommendation
10.5281/zenodo.5578792,10.5281/zenodo.5578792,2021-10-19,"More Open, better Science. Towards a new research evaluation system",Open Science; Open Access; Research assessment; Research data management
10.5281/zenodo.6981713,10.5281/zenodo.6981713,2022-08-10,ADS Support of Open Science in Heliophysics,Open Science; Heliophysics; NASA/SAO Astrophysics Data System; Digital Library; FAIR Principles
10.5281/zenodo.8094494,10.5281/zenodo.8094494,2023-06-29,Open Research Europe: Innovations and Developments on the European Commission's open research platform,open science; open access publishing; open research europe; open data publishing; academic publishing
10.5281/zenodo.7387392,10.5281/zenodo.7387392,2022-12-01,Exploring the Internationalisation and localisation for Open Science through the Turing Way Hands-on Workshop,
10.5281/zenodo.7360227,10.5281/zenodo.7360227,2022-06-30,TRIPLE Deliverable: D6.5 Report on Open Science within the EOSC,Open Science; SSH; EOSC; Research Infrastructure; TRIPLE; OPERAS
10.5281/zenodo.5139604,10.5281/zenodo.5139604,2021-07-28,Open Source Software: facilitating Open Science at TU Delft,Open Source Software; Research Software; Open Science; Policy; TU Delft
10.5281/zenodo.5569611,10.5281/zenodo.5569611,2021-10-14,Open Science Resources Evaluation Team 8,"Open Science, Evaluation, Vienna Principles, Education, Science"
10.5281/zenodo.3507283,10.5281/zenodo.3507283,2019-10-10,Open Scholarship case studies at the University of Oxford,Open Science; Open Research; Open Scholarship; Case studies
10.5281/zenodo.6948166,10.5281/zenodo.6948166,2022-09-07,User-centred design in indicator development: Involving the biomedical community in building an open science dashboard,
10.5281/zenodo.3633039,10.5281/zenodo.3633039,2020-01-31,Realising the Social Sciences and Humanities for the European Open Science Cloud - CLARIN,SSHOC; Social Sciences and Humanities Open Cloud; European Open Science Cloud; EOSC; Interoperability; metadata interoperability; data interoperability; FAIR principles; metadata standards; EOSC-hub; CLARIN
10.5281/zenodo.5529750,10.5281/zenodo.5529750,2021-09-27,CFARS Site Suitability Initiative: An Open Source Approach to Evaluate the Performance of Remote Sensing Device (RSD) Turbulence Intensity Measurements & Accelerate Industry Adoption of RSDs for Turbine Suitability Assessment,wind energy; wind lidar; open source; collaboration; resource assessment; atmospheric science
10.5281/zenodo.5741832,10.5281/zenodo.5741832,2021-11-24,UNESCO Recommendation on Open Science,open science; unesco; recommendation; international instriuments
10.23760/2421-7158.2021.009,10.23760/2421-7158.2021.009,2021-12-15,"Management of open access research infrastructures in large EU projects: the ""CultureLabs"" case",open access; GDPR; data management; research infrastructures; SSH
10.5281/zenodo.4404860,10.5281/zenodo.4404860,2020-12-30,Open Science MOOC Response to UNESCO Draft Open Science Recommendations,UNESCO; Open Science; Open Science MOOC
10.5281/zenodo.3633016,10.5281/zenodo.3633016,2020-01-31,Realising the Social Sciences and Humanities part of the European Open Science Cloud - Liber,SSHOC; Social Sciences and Humanities Open Cloud; European Open Science Cloud; EOSC; Interoperability; metadata interoperability; data interoperability; FAIR principles; metadata standards; Research Libraries; European Research Libraries
10.5281/zenodo.6535369,10.5281/zenodo.6535369,2022-05-10,Why Open Science?,
10.5281/zenodo.4674616,10.5281/zenodo.4674616,2021-04-09,Winning Grants with Open Science & RRI,Open Science; Open Data; Open Research Software; Open Scholarship; Open Protocols; Negative Results
10.5281/zenodo.4760370,10.5281/zenodo.4760370,2021-05-14,"Encouraging Collaboration between Citizens, Higher Education and Library Staff and Students through Open Knowledge and Open Innovation Activities",
10.5281/zenodo.7515859,10.5281/zenodo.7515859,2023-01-09,2023 YUFERING Open Science Calendar,Open Science; Open Research; OA Community; Open Access; YUFERING; YUFE; University Alliances; Artificial Intelligence; Scholarly Communication
10.5281/zenodo.5018067,10.5281/zenodo.5018067,2020-05-31,ON-MERRIT D4.1 Information Seeking Behaviour and Open Science Uptake in Industry: A Literature Review,SMEs; Industry; Patent Analysis
10.5281/zenodo.6544597,10.5281/zenodo.6544597,2022-02-17,"Open Science: catch phrase, or a better way of doing research?",Open Science
10.5281/zenodo.10308205,10.5281/zenodo.10308205,2023-12-13,SH33E-3096 The Magnetopause Open Validation Experiment,open science; Heliophysics; Space sciences; Space Weather; Solar Physics; Space Physics
10.5281/zenodo.2254312,10.5281/zenodo.2254312,2018-12-13,Open Science and Codes of Conduct on Research Integrity,open science; open scholarship; research ethics; research integrity; science studies; code of conduct; research community; self-regulation
10.5281/zenodo.3626960,10.5281/zenodo.3626960,2020-01-24,Realising the Social Sciences and Humanities for the European Open Science Cloud - EOSC Hub,SSHOC; Social Sciences and Humanities Open Cloud; European Open Science Cloud; EOSC; Interoperability; metadata interoperability; data interoperability; FAIR principles; metadata standards; EOSC-hub
10.5281/zenodo.4320092,10.5281/zenodo.4320092,2019-06-08,Whose Infrastructure? Towards Inclusive and Collaborative Knowledge Infrastructures in Open Science,
10.5281/zenodo.6806343,10.5281/zenodo.6806343,2022-07-15,A Collection of Open Science Use Cases on Societal Engagement,
10.5281/zenodo.4704032,10.5281/zenodo.4704032,2021-04-20,"VU Data Conversations: Hackathons, Collaboration and Data in (Open) Science",Data Conversations; Open Science; Collaboration; Hackathons
10.5281/zenodo.5834767,10.5281/zenodo.5834767,2021-11-23,UNESCO Recommendation on Open Science,open science; recommendation
10.5281/zenodo.5095677,10.5281/zenodo.5095677,2021-07-13,Linked open data and ISNI as a crucial bridge identifier for cultural heritage,Linked Open Data – International Standard Name Identifier (ISNI) – Cultural heritage –  Scientific research – Learning network
10.5281/zenodo.5009214,10.5281/zenodo.5009214,2021-06-22,Open and FAIR Data and Software - Important Elements of Open Science,Data Leadership
10.5281/zenodo.7701846,10.5281/zenodo.7701846,2022-09-30,Re:ERUA Open Science Fundamental Course,"Open Science, Open Access, Research Data Management, Legal Questions, FAIR Principles, Repositories, Persistent Identifiers, PIDs, OER, Open Educational Resources"
10.5281/zenodo.4627260,10.5281/zenodo.4627260,2021-03-22,Citizen & Open Science in Higher Education: Co-creating a Shared Vision,Citizen Science; Open Science
10.5281/zenodo.7340694,10.5281/zenodo.7340694,2022-10-27,"Use, re-use and collaboration: making open research a reality in the Middle East and North Africa",Open Science; open access; MENA; Academic Publishing; Research
10.5281/zenodo.6979998,10.5281/zenodo.6979998,2022-08-12,ASAP Blueprint for Collaborative Open Science,"Collaboration, Lessons Learned, Open Science,"
10.5281/zenodo.3560726,10.5281/zenodo.3560726,2019-11-28,01 Ignat Open Science and Seachange Research 2_1,"Open Science, Metaresearch"
10.5281/zenodo.8390005,10.5281/zenodo.8390005,2023-09-06,A distinctive scholarly publishing model: working together to accelerate diamond open access - an African focus,
10.5281/zenodo.5725178,10.5281/zenodo.5725178,2021-11-24,Open Science Monitor 2020,Open Science; Open Access; Open Data; Open Software; Open Source; Open Code; Open Materials; Transparency; Recognition; Rewards; Research; Impact; Stakeholders; Public Engagement; FAIR; Pre-registration; Pre-prints; Team Science; Reproducibility; Collaboration; Academia
10.5281/zenodo.7233416,10.5281/zenodo.7233416,2022-10-21,FAIR research information in open infrastructures,FAIR research information; research information; scholarly metadata
10.5281/zenodo.5061080,10.5281/zenodo.5061080,2021-07-02,LIBER 2021 Session #11: Rocky Road: Opportunities & Challenges in Open Publishing,
10.5281/zenodo.7276050,10.5281/zenodo.7276050,2022-11-03,"Awareness rising on Open Science, EOSC and FAIR Principles",Open Science; FAIR principles; training; EOSC; Tripartite events; EOSC-A; upskilling; skills; competencies
10.5281/zenodo.7559088,10.5281/zenodo.7559088,2023-01-22,Research Integrity and the Frankenstein Challenge to Open Science,"Data policy, Frankenstein, Mary Shelley, Open Science, UNESCO, Ethics, Science Policy, SDGs"
10.5281/zenodo.8375726,10.5281/zenodo.8375726,2023-09-25,Open Science Monitor 2022,Open Science; Open Access; Open Data; Open Software; Open Source; Open Code; Open Materials; Transparency; Recognition; Rewards; Research; Impact; Stakeholders; Public Engagement; FAIR; Pre-registration; Pre-prints; Team Science; Reproducibility; Collaboration; Academia
10.5281/zenodo.8409527,10.5281/zenodo.8409527,2023-10-05,"A tool to map Research & Innovation activities at the European University of Technology EUt+, leveraging open data and natural language processing",
10.5281/zenodo.10054522,10.5281/zenodo.10054522,2023-10-31,Open Science Hardware and Space Research,open source hardware; open research; open science; space research
10.5281/zenodo.5714284,10.5281/zenodo.5714284,2021-11-20,Introducing Linked Open Data Living Informational Books,Linked Open Data; Permanent Identifiers; Digital Humanities; Open Access; Book Publishing; Peer Review
10.5281/zenodo.3260292,10.5281/zenodo.3260292,2019-06-28,University Journals: Consolidating Institutional Repositories in a Free Open Access Publication Platform,
10.5281/zenodo.7003684,10.5281/zenodo.7003684,2022-06-07,From intent to impact: Investigating the effects of open sharing commitments,COVID-19; Evaluation; Open access; Open data; Open science; Open sharing; Preprints
10.5281/zenodo.8322199,10.5281/zenodo.8322199,2023-09-06,Inclusion in open science: Moving beyond participant diversity,
10.5281/zenodo.5527043,10.5281/zenodo.5527043,2021-09-24,Guidance on Open Science and Research Data Management in Horizon Europe proposals,
10.5281/zenodo.7114498,10.5281/zenodo.7114498,2022-09-26,The Carpentries Incubator and Lab: a pathway to peer-reviewed publication for open source lessons,
10.5281/zenodo.8200880,10.5281/zenodo.8200880,2023-07-19,"Supporting Earth, space, and environmental science researchers in adopting open science, data and software practices",data sharing; FAIR data; open science
10.5281/zenodo.8318942,10.5281/zenodo.8318942,2023-08-31,Editorial: Advancing a more open and inclusive research infrastructure,Open Science; Persistent Identifiers; Open Infrastructure; DataCite; FAIR Principles
10.5281/zenodo.4141447,10.5281/zenodo.4141447,2020-10-27,Open Science: Rethinking rewards and evaluation the key to change?,
10.5281/zenodo.4290795,10.5281/zenodo.4290795,2020-09-03,The Varying Openness of Digital Open Science Tools,"Open Science, reproducible, digital, ecosystem"
10.5281/zenodo.7263151,10.5281/zenodo.7263151,2022-10-29,The Digital Open Science Ecosystem in Latin America and the Caribbean,open science; latin america
10.5281/zenodo.5840202,10.5281/zenodo.5840202,2022-01-12,Module 3. Open and responsible research,open research; responsible research; researchers; data stewards; training; framework
10.5281/zenodo.4117919,10.5281/zenodo.4117919,2020-10-22,Education and training in FAIR Open science - Intorduction to the workshop at Living Norway Colloqium 20+20,FAIR Science principles; Open science; Higher education
10.5281/zenodo.4892245,10.5281/zenodo.4892245,2021-06-01,ESFRI Science Clusters Position Statement on Expectations and Long-Term Commitment in Open Science,Research infrastructure; Science cluster; European Open Science Cloud; ESFRI
10.3897/biss.4.59070,10.3897/biss.4.59070,2020-10-06,DINA—Development of open source and open services for natural history collections & research,collection data management; research data; software development; collaboration; interoperability
10.5281/zenodo.5588123,10.5281/zenodo.5588123,2021-09-28,A guide to Open Science in Horizon Europe,"Horizon Europe, Open Science"
10.5281/zenodo.3582040,10.5281/zenodo.3582040,2019-12-18,What role can Open Science  play in enabling  global knowledge exchange?,Research in Africa; Open Science; Open Access; Africa
10.5281/zenodo.3245824,10.5281/zenodo.3245824,2019-06-14,"[RIS3-MCAT Demo]  Smart Specialisation Mapping Platform - A science and innovation policy-making, implementation and monitoring open data platform",Open government; Open data; Smart specialisation; RIS3; Data visualisation; Sustainable Development Goals; SDGs; Virtual knowledge graph; Ontology-based data integration; Research and innovation policy; Monitoring
10.5281/zenodo.5770712,10.5281/zenodo.5770712,2021-12-09,Open Reviewers Africa – A workshop to empower  the next generation of African Peer Reviewers,
10.5281/zenodo.2575365,10.5281/zenodo.2575365,2019-01-09,Use cases of OpenAIRE Open Science services for different stakeholders,Open Science; Services; Training Materials; Training Activities
10.5281/zenodo.3258179,10.5281/zenodo.3258179,2019-06-27,Joint European Project to Enhance Collaboration: Promoting research data management and open science within technical fields,"Research data management, technical fields,"
10.5281/zenodo.7296566,10.5281/zenodo.7296566,2022-11-06,Open AI: Towards Openness Beyond Open Access,open ai; open science; open collaboration
10.5281/zenodo.7806405,10.5281/zenodo.7806405,2023-03-31,Wikibase4Research: Free and open source suite of tools for the storage  and management of Linked Open Data (LOD),Wikibase; Wikidata; Knowledge Graphs; Research Data Management; Open Science; NFDI4Culture; NFDI
10.5281/zenodo.4155449,10.5281/zenodo.4155449,2020-10-06,Matthew Effects in Open Science and RRI,Open Science; Responsible Research Innovation; Matthew effect
10.5281/zenodo.6420897,10.5281/zenodo.6420897,2022-04-07,Scalable Environments for reproducible Open Science,egi-ace eosc open science reproducibility notebooks jupyter binder datahub
10.5281/zenodo.7653027,10.5281/zenodo.7653027,2023-02-15,National strategies and continent-wide facilitation  for the implementation of Open Science practices in Africa,
10.5281/zenodo.8402787,10.5281/zenodo.8402787,2023-10-03,Open Science as transversal axis of the research management in MLIC universities,"Open Access, Open Research Data, Open Science"
10.5281/zenodo.8179352,10.5281/zenodo.8179352,2023-07-24,"Event Event Information: Virtual Open Forum Event December 3rd, 2021 ""Biobanking today: Challenges in Access and Sharing of Biospecimens""",Biospecimen; biobank; Asia Pacific; ethic principles; legal fragmentation;
10.18780/jiim.v3i2.4351,10.18780/jiim.v3i2.4351,2019-02-01,Best collaborative practices for advocacy and promotion of Open Educational Resources,academic libraries; universities; collaboration; Open Educational Resources (OER); faculty; students
10.5281/zenodo.3674681,10.5281/zenodo.3674681,2020-02-06,Data Management Plan - Why write one and How to do it: presentation slides from an open seminar at Stockholm University 2020-01-28,Data Management Plans; DMP Online; research data management; research ethics; open science; research funders; Stockholm University; Swedish Research Council; Riksbankens jubileumsfond
10.5281/zenodo.4501745,10.5281/zenodo.4501745,2020-11-27,Open Science Competence Center at the Gdansk University of Technology Library in numbers,open science; competence center; researcher support
10.5281/zenodo.5791954,10.5281/zenodo.5791954,2021-11-07,Extending the Open Access using Extensions: Freeing Scholarly Communication from the Walled Garden,Open Access; OA Tools; Plan S; cOAlition S; Creative Common Licenses; CORE; OA Button; Unpaywall; Dataverse; Zenodo
10.5281/zenodo.7667299,10.5281/zenodo.7667299,2023-02-22,The Value of Hosted JupyterHubs in enabling Open NASA Earth Science in the Cloud,Openscapes; Open Science; JupyterHub; NASA Earthdata; cloud computing
10.5281/zenodo.3826443,10.5281/zenodo.3826443,2020-05-14,Open Science Communities: to the Netherlands and Beyond!,open science; community building; open scholarship
10.13003/XDVU4372,10.13003/XDVU4372,2022-06-28,Better Together: Open new possibilities with Open Infrastructure (APAC time zones),Open; Scholarly infrastructure; POSI; Principles of Open Scholarly Infrastructure; Crossref; Datacite; ORCID; collaboration; metadata; identifiers; PIDs
10.5281/zenodo.5083256,10.5281/zenodo.5083256,2021-07-08,Enabling seamless international collaborations in Science - Science Mesh for the European Open Science Cloud,
10.5281/zenodo.4317149,10.5281/zenodo.4317149,2020-12-11,Creating open computational curricula,open science; curriculum development; computation
10.5281/zenodo.7307657,10.5281/zenodo.7307657,2022-10-26,"Open Science in Education Sector Research: How Governments & H.E. Institutions can Collaborate to Promote Relevance, Accessibility, & Sustainability of Research Endeavors",Education sector; open access; open research
10.5281/zenodo.7715237,10.5281/zenodo.7715237,2023-03-10,Exploring the Open Science Landscape in Europe,"Open Science; FAIR principles; Equity, Diversity, Inclusion, and Accessibility (EDIA); EDI; Inclusion; Equity; Community building"
10.5281/zenodo.8395755,10.5281/zenodo.8395755,2023-09-21,Forging a path for early career researchers: Open Press and the advancement of open scholarship at Tilburg University,university press; library-based initiatives; diamond open access; early career researchers; scholarly communication
10.5281/zenodo.8296517,10.5281/zenodo.8296517,2023-08-29,The Global Open Science Cloud: Vision and Initial Successes,"Global Open Science Cloud, 2023"
10.5281/zenodo.7941563,10.5281/zenodo.7941563,2023-05-04,A Decolonial Approach to Open-Access Repositories. How to Set Up a Subject Repository for Documents on International Cultural Relations,Decolonisation; Subject repositories; Open access
10.31219/osf.io/qhfyg,10.31219/osf.io/qhfyg,2023-08-28,Reinventing Scientific Journals through Open Science Practices and Self-Publication,open science; self-publishing journal
10.5281/zenodo.6509816,10.5281/zenodo.6509816,2022-05-01,Funder mandates for reproducible and open research,
10.5281/zenodo.8355324,10.5281/zenodo.8355324,2023-10-18,Keeping science open? Current challenges in the day-to-day reality of universities,
10.5281/zenodo.7054914,10.5281/zenodo.7054914,2022-03-02,Human Factors Impacting Open Data Availability: Individual Perspectives On Data Sharing,ocean data management; ocean observation data; psychology; open data; data sharing; open science; research data management; individual perspectives; change management
10.5281/zenodo.8402580,10.5281/zenodo.8402580,2023-10-03,"Open Science Knowledge Graphs: Transforming the Way we Manage, Explore, and Analyze Scientific Knowledge","SKGs, Research Infrastructure, Open Science"
10.5281/zenodo.4531419,10.5281/zenodo.4531419,2019-06-24,The DARIAH-EU and OpenAIRE collaboration on Open Science publishing practices,openscience publishing; OpenAIRE; digital humanities; DARIAH
10.5281/zenodo.7038590,10.5281/zenodo.7038590,2022-08-31,Workshop at the Dutch Open Science Festival 2022 - Getting Started in Citizen Science with the Principles & the Quality Matrix,Citizen Science
10.5281/zenodo.7115904,10.5281/zenodo.7115904,2022-09-27,université Paris Nanterre Open science strategy 2022-09-27,
10.5281/zenodo.6592783,10.5281/zenodo.6592783,2022-05-30,Designing for Knowledge Construction to Facilitate the Uptake of Open Science: Laying out the Design Space,"open science, knowledge construction, design implications, platform design"
10.5281/zenodo.7554804,10.5281/zenodo.7554804,2023-01-20,NASA Open-Source Science Initiative and Transform to Open Science at AMS 2023 Meeting,
10.5281/zenodo.7735946,10.5281/zenodo.7735946,2023-03-13,The State of Open Science in Indonesia: a preliminary analysis of digitalisation's impact on science regimes,digitalisation; open science; UNESCO; Indonesia; open access; open data; citizen science; policy; science; technology; digital literacy
10.5281/zenodo.3260217,10.5281/zenodo.3260217,2019-06-28,A Bibliometric study of the Literature of Open Science & Open Access,
10.5281/zenodo.7994860,10.5281/zenodo.7994860,2023-06-01,A framework to share healthcare simulations on the web using free and open source tools and python - SIMSIG Presentation Slides:,Discrete-event simulation; Open Science; Python; Open models; Streamlit; Jupyter Book
10.5281/zenodo.8307974,10.5281/zenodo.8307974,2023-09-01,"Diamond Open Access – a Robust, Accessible and Federated Network for Journals",Diamond Open Access; Open Science; Community; Open Access publishing
10.5281/zenodo.4420961,10.5281/zenodo.4420961,2021-01-05,The Pragmatic School of Thought in Open Science: A Case Study of Multi-stakeholder Participation in Shaping the Future of Internet Governance,Open Science Practices in Information Systems Research; Internet Governance; IT Ethics; Open Science; Stakeholder Dialogue; Citizen Science; Virtual Work
10.5281/zenodo.7697077,10.5281/zenodo.7697077,2023-03-01,Resolved: Open practices make science better - Debate Materials,debate; open science
10.5281/zenodo.6564258,10.5281/zenodo.6564258,2022-05-17,Transform to Open Science Mission May 2022 Community Panel,Open Science; Open Knowledge; Open-source
10.5281/zenodo.4607428,10.5281/zenodo.4607428,2021-03-12,Open Science Café - Open Research Europe the new open access publishing platform of the European Commission,Open Science Café; Open Access; Open Research Europe; publishing platform
10.5281/zenodo.5720674,10.5281/zenodo.5720674,2021-10-18,The Global Open Science Cloud Landscape,"Global Open Science Cloud, 2021"
10.5281/zenodo.7186497,10.5281/zenodo.7186497,2022-10-11,Transform to Open Science Mission October 2022 Community Panel,
10.5281/zenodo.8098943,10.5281/zenodo.8098943,2023-06-30,Research Information Management (RIM)/Current Research Information (CRIS) Systems for Research Organizations: A Project Brief from the Open-Source VIVO Community,CRIS; RIM; Research; OpenScience; VIVO; OpenSource; Ontology; Semantic; Software
10.5281/zenodo.5877182,10.5281/zenodo.5877182,2021-05-31,Open Science for Arts Design and Music (project proposal and evaluation),Open Science for arts design and music; swissuniversities
10.5281/zenodo.5647838,10.5281/zenodo.5647838,2021-11-05,Open Research Europe in practice – All a librarian needs to know,
10.5281/zenodo.3776759,10.5281/zenodo.3776759,2020-04-30,A platform for mainstreaming citizen science and open science in Europe,Citizen Science; Open Science; European Platform; Networking; Standardization of Data
10.5281/zenodo.8116618,10.5281/zenodo.8116618,2023-06-14,"Building the compliance of HAL, the French national open archive, with Open Science funders policies",OR2023; National repositories; Research funding organizations; Open science policies; Funder registry; Repository integration
10.3897/rio.8.e86384,10.3897/rio.8.e86384,2022-11-17,Producing Open Data,research data; data sharing; data repositories; open science
10.5281/zenodo.5764359,10.5281/zenodo.5764359,2021-12-07,Open Access Student Event  - The game of Open Access,Open Access; Open Science; Creative Commons
10.13140/RG.2.2.30203.39204,10.13140/RG.2.2.30203.39204,2022-11-10,Unite! Open Badge Workshop,"open badge, digital badge,"
10.5281/zenodo.7965721,10.5281/zenodo.7965721,2023-05-24,Engaging learned societies in promotion of open science and responsible research,Learned societies; Open Science; Research integrity; Research ethics; Research assessment
10.5281/zenodo.8087116,10.5281/zenodo.8087116,2023-06-09,Transform to Open Science Mission June 2023 Community Panel,
10.5281/zenodo.3258040,10.5281/zenodo.3258040,2019-06-27,Is the Library Open? Correlating Public Access to Academic Libraries with Open Access Support,
10.3389/fbloc.2019.00016,10.3389/fbloc.2019.00016,2019-11-19,A Review on Blockchain Technology and Blockchain Projects Fostering Open Science,blockchain; open science; infrastructure; ecosystem; review; research potentials; requirements
10.5281/zenodo.3776747,10.5281/zenodo.3776747,2020-04-30,Perspectives on the Nature of Open Data in Business Cooperation,Open Data; Universities of Applied Sciences; Open RDI Process Cycle; Business co-operation
10.5281/zenodo.5550061,10.5281/zenodo.5550061,2021-09-22,A turning point in research assessment on the road to open science: an approach from social sciences in Latin America and the Caribbean,
10.5281/zenodo.4719406,10.5281/zenodo.4719406,2021-04-26,Openness Profile: Modelling Research Evaluation for Open Scholarship,Knowledge Exchange; KE; Open Scholarship; Openness Profile; Open Research
10.5281/zenodo.5116277,10.5281/zenodo.5116277,2021-06-23,Closing Plenary: Global Open FAIR - Changes happen,GO FAIR community; FAIR principles; research data management
10.5281/zenodo.3406803,10.5281/zenodo.3406803,2019-09-12,NSF CSSI proposal: An open source software ecosystem for plasma physics,plasma physics; open source scientific software
10.5281/zenodo.3532725,10.5281/zenodo.3532725,2019-11-08,Open Science Practices – a theoretical reflection,
10.5281/zenodo.5543994,10.5281/zenodo.5543994,2021-09-23,Building capacity for Open Science through institutional repository training,Repositories; Training; Skills; Open Science; Librarians
10.5281/zenodo.6841873,10.5281/zenodo.6841873,2022-07-15,Open Life Science (OLS) response to UNESCO global call for best practices in open science,
10.5281/zenodo.3828460,10.5281/zenodo.3828460,2020-05-08,Embracing a FAIR Culture. FAIRsFAIR Synchronisation efforts in aligning with EU initiatives to foster Open Science in Europe,FAIR; Open Science; EOSC; FAIRsFAIR
10.5281/zenodo.3554344,10.5281/zenodo.3554344,2019-11-26,Jisc Open Research Hub – Supporting Open Scholarship,Research Data; Integration; Preservation; Shared Services; Open Scholarship
10.5281/zenodo.8138218,10.5281/zenodo.8138218,2023-07-12,Open educational resources: developing strategies and fostering a community of practice in a research-led teaching institution,"Parallel Session 7 – Future-proofing Libraries: fostering, valuing, and managing institutions.; open education resources; UNESCO; sustainable development goals"
10.5281/zenodo.3266846,10.5281/zenodo.3266846,2019-06-28,Supporting Researchers on Open Science from Building a Research Project to its End,
10.5281/zenodo.5571983,10.5281/zenodo.5571983,2021-10-15,"Open Research Europe: the framework, the goals, and the developments",
10.5281/zenodo.8173406,10.5281/zenodo.8173406,2023-07-21,LA-CoNGA physics: an open science education collaboration between Latin America and Europe for High Energy Physics,
10.5281/zenodo.4725698,10.5281/zenodo.4725698,2021-04-27,"International, Scholar-led Collaboration around Community-led Open Publishing Infrastructures for Monographs",Open Infrastructure; Open Access; Monographs; Humanities & Social Sciences; Library Publishing; Scholar-led Publishing; Digital Publishing; Open Data; Scholarly Communications; Open Source Software; ScholarLed; OA books
10.5281/zenodo.8366785,10.5281/zenodo.8366785,2023-09-21,Towards a national diamond open access strategy for tertiary vocational education in Aotearoa New Zealand,
10.5281/zenodo.8429910,10.5281/zenodo.8429910,2023-10-11,Boosting community engagement - The Open Science Community Incubator Program,
10.5281/zenodo.7662993,10.5281/zenodo.7662993,2023-02-21,CryoCloud: Accelerating Discovery for NASA Cryosphere Communities with Open-Cloud Infrastructure (NASA Request for Information),open-source science; cloud-computing; NASA; Jupyter
10.5281/zenodo.7635058,10.5281/zenodo.7635058,2023-02-13,Open Science Policies seen from the perspective of researchers' communities: Brasil & Peru,Open science; Basic sciences researchers
10.5281/zenodo.7494171,10.5281/zenodo.7494171,2022-10-31,The Transformative Role of University Libraries and other Memory Institutions for Citizen Science and Open Science in the Baltics,LibOCS; civic engagement; collaboration in research; role of library; library; museum; citizen science; open science; memory institution
10.5281/zenodo.6337516,10.5281/zenodo.6337516,2022-03-08,D 5.4: YUFE Open Science calendar 2022,YUFERING; Open Science; YUFE; University Alliances; Open Research; Scholarly communication; Open Access; OA community
10.5281/zenodo.5566786,10.5281/zenodo.5566786,2021-08-31,"CLS INFRA D1.1 Data Management Plan and Open Research Data Pilot (V1, M6)",Open data; Research data management; Literary studies
10.5281/zenodo.3233117,10.5281/zenodo.3233117,2019-05-28,How to Feed Your Robot: Building and Maintaining Open Machine Learning Datasets,Machine learning; Training data; Data curation
10.5281/zenodo.7941594,10.5281/zenodo.7941594,2023-05-16,"Meta-operating systems projects: Key solutions, open calls and use cases",Meta Operating Systems; Use cases; Edge computing; Energy grid resilience; Smart agriculture; Smart port; Smart XR validation; Robotics; Renewable energy; Crisis management; Smart manufacturing; Smart media; Remote healthcare
10.5281/zenodo.7316660,10.5281/zenodo.7316660,2022-12-04,KDC: an open corpus for computational research of dastgāhi music,ismir; ismir2022
10.3897/BDJ.10.e81282,10.3897/BDJ.10.e81282,2022-04-28,Ali-Bey - an open collaborative georeferencing web application,georeferencing; web application; site name versioning; collaborative database; digital specimens; natural history collections; traceability; Museu de Ciències Naturals de Barcelona
10.5281/zenodo.3554342,10.5281/zenodo.3554342,2019-11-26,Jisc Open Research Hub – Supporting Open Scholarship,Research Data; Integration; Preservation; Shared Services; Open Scholarship
10.5281/zenodo.7044849,10.5281/zenodo.7044849,2022-08-15,"Stories of Open Science: With a large network of people, you can do a lot of fun things in science - Dr. Afshin Beheshti",
10.5281/zenodo.5542306,10.5281/zenodo.5542306,2021-09-30,Proposed Guidelines for Geoscience Open Educational Resources (OER),Open Educational Resources; Geoscience Education; OER
10.5281/zenodo.8402829,10.5281/zenodo.8402829,2023-10-03,Boosting Community Engagement: the Open Science Community Incubator Program (Skills4EOSC),"Open Science, Skills, Training"
10.5281/zenodo.4293329,10.5281/zenodo.4293329,2020-11-27,Three perspectives on Open Science in research assessment,"Open Science; recognition and rewards, DORA"
10.5281/zenodo.7909186,10.5281/zenodo.7909186,2023-01-24,"Nationwide Openscapes Training at NOAA Fisheries Science Centers: Facilitating Collaboration, Skill-sharing, and Open Science",Open Science; Openscapes; NOAA
10.5281/zenodo.8397945,10.5281/zenodo.8397945,2023-10-02,"Diamond Open Access - a Robust, Accessible and Federated Network for Journals (CRAFT-OA)",
10.5281/zenodo.5549651,10.5281/zenodo.5549651,2021-09-22,Open Research at AGU and Wiley,Data availability statements; Data Management Plan; Research Data Management Lifecycles; Research Outcomes
10.5281/zenodo.3898443,10.5281/zenodo.3898443,2020-05-13,Social Sciences and Humanities Pathway Towards the European Open Science Cloud,SSH; Research Infrastructure; EOSC; data; FAIR; research data; social sciences and humanities; TRIPLE
